Dezernat,Amt / Dienststelle,Produkt,Produktbezeichnung,Produktgruppe,Produktgruppenbezeichnung,Produktbereich,Produktbereich Bezeichnung,Dezernatsbezeichnung,Teilhaushalte,Teilhaushalte Bezeichnung,Amt / Dienststelle Bezeichnung,Ansatz 2025 (Erträge),Ansatz 2025 (Aufwendungen),Ansatz 2025 (Saldo/Zuschussbedarf/Erträge - Aufwendungen),Ansatz 2026 (Erträge),Ansatz 2026 (Aufwendungen),Ansatz 2026 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)
DEZ-III,AMT-500,311006,Son.Leist.z.Sich.d.Lebensgrundl. SGB XII                                                            ,3110,Grundversorgung und Hilfen nach SGB XII                                                             ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"33461,6","-756612,7","-723151,2","33461,6","-766551,2","-733089,7"
DEZ-III,AMT-500,311007,?berwindung bes. soz. Schwierigkeiten                                                               ,3110,Grundversorgung und Hilfen nach SGB XII                                                             ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"110348,4","-5911723,2","-5801374,8","110348,4","-6118250,1","-6007901,6"
DEZ-III,AMT-500,311008,GruSi im Alter u. bei Erwerbsminderung                                                              ,3110,Grundversorgung und Hilfen nach SGB XII                                                             ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"44714284,9","-47976336,8","-3262051,9","46721284,9","-50200183,6","-3478898,7"
DEZ-III,AMT-500,312001,Leistungen f?r Unterkunft und Heizung                                                               ,3120,Grundsicherung Arbeitsuchende SGB II                                                                ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"49105280,9","-58762363,7","-9657082,8","50715968,8","-61027056,6","-10311087,8"
DEZ-III,AMT-500,312002,Eingliederungsleistungen                                                                            ,3120,Grundsicherung Arbeitsuchende SGB II                                                                ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,148326.00 €,"-601696,3","-453370,3",148326.00 €,-614140.00 €,"-465813,9"
DEZ-III,AMT-500,312003,Einmalige Leistungen                                                                                ,3120,Grundsicherung Arbeitsuchende SGB II                                                                ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"60177,3",-706768.00 €,"-646590,7","61101,3","-709769,3",-648668.00 €
DEZ-III,AMT-500,312006,Leistungen f?r BuT nach ? 28 SGB II                                                                 ,3120,Grundsicherung Arbeitssuchende SGB II                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"222983,8","-1663191,7","-1440207,8","226371,9","-1700264,6","-1473892,6"
DEZ-III,AMT-500,314001,Einrichtungen Senioren_Innen                                                                        ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"0,1","-773895,2",-773895.00 €,"0,1","-781798,8","-781798,7"
DEZ-III,AMT-500,314005,Soziale Einrichtungen f?r Wohnungslose                                                              ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"4167251,8","-4503591,2","-336339,5","3936171,8","-4443239,7","-507067,9"
DEZ-III,AMT-500,315001,F?rsorgeleist. BundesversorgungsG/RehaG                                                             ,3150,F?rsorgeleistungen n. Bundesvers.gesetz                                                             ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"0,8","-28514,9",-28514.00 €,"0,8","-31876,3","-31875,5"
DEZ-III,AMT-500,316001,F?rd.v.Tr?gern d.Wohlfahrtspflege                                                                   ,3160,F?rderung v. Tr?gern d. Wohlfahrtspflege                                                            ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"299930,4","-5310334,2","-5010403,8","299930,4","-5667296,4",-5367366.00 €
DEZ-III,AMT-500,317001,Wahrnehmung Aufg. Betreuungsgesetz                                                                  ,3170,Betreuungsleistungen                                                                                ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,345924.00 €,"-935482,7","-589558,7",345924.00 €,"-965865,5","-619941,4"
DEZ-III,AMT-500,318001,Gew?hrung von Wohngeld                                                                              ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,572039.00 €,"-2987275,3","-2415236,3",572039.00 €,"-2556717,1","-1984678,1"
DEZ-III,AMT-500,318002,Soziale Verg?nstigungen und Sozialp?sse                                                             ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"14002,3","-2863613,4","-2849611,1","14002,3","-2957404,6","-2943402,4"
DEZ-III,AMT-500,318006,Leist. im R. d. allg. Daseinsvorsorge                                                               ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"116615,7","-1679659,1","-1563043,4","116615,7","-1711522,5","-1594906,8"
DEZ-III,AMT-500,318007,Pflegest?tzpunkt                                                                                    ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"175372,2","-149255,2",26117.00 €,"175372,2","-152718,6","22653,6"
DEZ-III,AMT-500,318008,Ber./Angeb.f.?ltere Mensch.au?erh.SGBXII                                                            ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"588,5","-599820,5",-599232.00 €,"588,5","-613673,9","-613085,4"
DEZ-III,AMT-500,319001,BuT an Kinderzuschlagsempf?nger/-innen                                                              ,3190,Leistungen f?r BuT nach ? 6b BKGG                                                                   ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,1.00 €,"-539112,9","-539111,9",1.00 €,"-531306,6","-531305,7"
DEZ-III,AMT-500,319002,BuT an Wohngeldempf?nger/-innen                                                                     ,3190,Leistungen f?r BuT nach ? 6b BKGG                                                                   ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"0,4","-604095,5","-604095,1","0,4","-609887,7","-609887,3"
DEZ-III,AMT-500,321000,Einnahmen/Erstattung EGH nach SGB IX                                                                ,3210,Eingliederungshilferecht Teil 2 SGB IX                                                              ,32,F?rd.der Teilh.v.Mensch.m.Behinderungen                                                             ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"18069037,6","-80820913,9","-62751876,3","18562037,6","-86838864,9","-68276827,4"
DEZ-III,AMT-500,321001,Medizinische Rehabilitation                                                                         ,3210,Eingliederungshilferecht Teil 2 SGB IX                                                              ,32,F?rd.der Teilh.v.Mensch.m.Behinderungen                                                             ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-III,AMT-500,321002,Teilhabe am Arbeitsleben                                                                            ,3210,Eingliederungshilferecht Teil 2 SGB IX                                                              ,32,F?rd.der Teilh.v.Mensch.m.Behinderungen                                                             ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-III,AMT-500,321003,Teilhabe an Bildung                                                                                 ,3210,Eingliederungshilferecht Teil 2 SGB IX                                                              ,32,F?rd.der Teilh.v.Mensch.m.Behinderungen                                                             ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-III,AMT-500,321004,Soziale Teilhabe                                                                                    ,3210,Eingliederungshilferecht Teil 2 SGB IX                                                              ,32,F?rd.der Teilh.v.Mensch.m.Behinderungen                                                             ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,0.00 €,"-198437,4","-198437,4",0.00 €,"-202137,6","-202137,6"
DEZ-III,AMT-500,362002,Jugendberufshilfe                                                                                   ,3620,Allgemeine F?rderung junger Menschen                                                                ,36,"Kinder-, Jugend- und Familienhilfe                                                                  ",Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"496924,1","-3208811,4","-2711887,3","496924,1",-3300232.00 €,-2803308.00 €
DEZ-III,AMT-500,363006,Bereitstellungskosten Beratungsstellen                                                              ,3630,Hilfen f. junge Menschen u.ihre Familien                                                            ,36,"Kinder-, Jugend- und Familienhilfe                                                                  ",Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"338310,1","-1946981,7","-1608671,6","338310,1","-2055106,8","-1716796,7"
DEZ-III,AMT-500,368001,Sozialplanung und Quartiersmanagement                                                               ,3680,Kooperation und Vernetzung                                                                          ,36,"Kinder-, Jugend- und Familienhilfe                                                                  ",Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"3,5",-283515.00 €,"-283511,5","3,5","-289454,3","-289450,8"
DEZ-III,AMT-500,414001,Gesundheitsf?rderung/Pr?vention                                                                     ,4140,Ma?nahmen der Gesundheitspflege                                                                     ,41,Gesundheitsdienste                                                                                  ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"31443,2",-160506.00 €,"-129062,8","31443,2","-164399,5","-132956,3"
DEZ-III,AMT-500,414008,"Soz.med./psychiatr. Beratung, Betreuung                                                             ",4140,Ma?nahmen der Gesundheitspflege                                                                     ,41,Gesundheitsdienste                                                                                  ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"25580,1","-235445,6","-209865,5","25580,1","-257272,6","-231692,5"
DEZ-III,AMT-500,522005,Erteilung von Wohnberechtigungsscheinen                                                             ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"303,6","-264526,5","-264222,9","303,6","-224758,7","-224455,1"
DEZ-III,AMT-500,522006,Vermittlung von Wohnraum                                                                            ,5220,Wohnungsbauf?rd u. Wohnungsversorgung                                                               ,52,Bauen und Wohnen                                                                                    ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"0,4","-35706,9","-35706,5","0,4","-30338,8","-30338,4"
DEZ-III,AMT-500,571005,Kommunale Besch?ftigungsf?rderung                                                                   ,5710,Wirtschaftsf?rderung                                                                                ,57,Wirtschaft und Tourismus                                                                            ,Dezernat III EBM von Kirchbach                                                                      ,THH_13,THH 13 Amt f?r Soziales                                                                             ,500 Amt f?r Soziales                                                                                ,"1,2",-444794.00 €,"-444792,8","1,2",-540184.00 €,"-540182,8"
DEZ-III,AMT-540,111102,Gesch?ftsf?hrung Migrantenbeirat                                                                    ,1111,Organisation u. Dok.komm.Willensbildung                                                             ,11,Innere Verwaltung                                                                                   ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,"-89011,8","-89011,8",0.00 €,-91858.00 €,-91858.00 €
DEZ-III,AMT-540,111408,Integrationsf?rderung                                                                               ,1114,Zentrale Funktionen                                                                                 ,11,Innere Verwaltung                                                                                   ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,"-75278,2","-75278,2",0.00 €,"-76559,1","-76559,1"
DEZ-III,AMT-540,122002,Gefahrenabwehr / Wegbegleiter                                                                       ,1220,Ordnungswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,"-181799,6","-181799,6",0.00 €,"-190621,3","-190621,3"
DEZ-III,AMT-540,122205,Einb?rgerungen/Festst.Staatsangeh?rigk.                                                             ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,"834845,6","-2165215,3","-1330369,7","834844,1","-1855271,5","-1020427,4"
DEZ-III,AMT-540,122207,Aufenthaltsreg./Aufenthaltsbee. Ma?nah.                                                             ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,"839432,2","-3853437,3","-3014005,1","839434,5","-4059290,1","-3219855,6"
DEZ-III,AMT-540,313001,Hilfen f?r Fl?chtlinge                                                                              ,3130,Hilfen f?r Fl?chtlinge und Aussiedler                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,"7054654,1","-7606098,3","-551444,2","7663303,4","-7459420,7","203882,6"
DEZ-III,AMT-540,314001,% Betri.Unterk?nfte.u.Einrichtungen(AWV)                                                            ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-III,AMT-540,314005,Soziale Einrichtungen f. Wohnungslose                                                               ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-III,AMT-540,314006,Soz.Einr. f. Fl?chtl. u.Asylb. (vorl.UB)                                                            ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,3876601.00 €,"-499630,7","3376970,3",4056672.00 €,"-517948,6","3538723,4"
DEZ-III,AMT-540,314007,Soz. Einr. f. Fl?chtlinge u. Asylb.(AUB)                                                            ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,10859970.00 €,"-13200884,4","-2340914,4",10859970.00 €,"-13325025,8","-2465055,8"
DEZ-III,AMT-540,314008,Soz. Einr. f. Aussiedler u. Ausl?nder                                                               ,3140,Soziale Einrichtungen                                                                               ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,4190.00 €,0.00 €,4190.00 €,4190.00 €,0.00 €,4190.00 €
DEZ-III,AMT-540,316001,F?rderung v. Tr?gern d. Wohlfahrtspflege                                                            ,3160,F?rderung v. Tr?gern d. Wohlfahrtspflege                                                            ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,"-2074463,9","-2074463,9",0.00 €,"-2187634,9","-2187634,9"
DEZ-III,AMT-540,318009,Fl?chtlingssozialarbeit (vorl. Unterb.)                                                             ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,0.00 €,"-388246,2","-388246,2",0.00 €,"-404325,3","-404325,3"
DEZ-III,AMT-540,318010,Betreuung und F?rderung der Integration                                                             ,3180,Sonstige soziale Hilfen und Leistungen                                                              ,31,Soziale Hilfen                                                                                      ,Dezernat III EBM von Kirchbach                                                                      ,THH_14,THH 14 Amt f. Migration und Integration                                                             ,540 Amt f. Migration und Integration                                                                ,3278700.00 €,-7365000.00 €,-4086300.00 €,2980728.00 €,"-7595420,7","-4614692,7"
DEZ-IV ,AMT-004,111001,Steuerung/Gesch?ftsf.GR und Aussch?sse                                                              ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_15,THH 15 Managemnt Dezernat IV                                                                        ,004 B?ro des BMs Breiter                                                                            ,14980.00 €,"-668300,8","-653320,8",14980.00 €,"-671837,2","-656857,2"
DEZ-IV ,AMT-055,421000,F?rderung des Sports                                                                                ,4210,F?rderung des Sports                                                                                ,42,Sport und B?der                                                                                     ,Dezernat IV BM Breiter                                                                              ,THH_15,THH 15 Managemnt Dezernat IV                                                                        ,055 Sportreferat                                                                                    ,0.00 €,"-3501197,2","-3501197,2",0.00 €,"-3510240,1","-3510240,1"
DEZ-IV ,AMT-055,424001,B?der                                                                                               ,4240,B?der                                                                                               ,42,Sport und B?der                                                                                     ,Dezernat IV BM Breiter                                                                              ,THH_15,THH 15 Managemnt Dezernat IV                                                                        ,055 Sportreferat                                                                                    ,"442917,8","-387324,9","55592,9","493177,6","-337637,2","155540,5"
DEZ-IV ,AMT-055,424102,Sportst?tten                                                                                        ,4241,Sportst?tten                                                                                        ,42,Sport und B?der                                                                                     ,Dezernat IV BM Breiter                                                                              ,THH_15,THH 15 Managemnt Dezernat IV                                                                        ,055 Sportreferat                                                                                    ,197950.00 €,"-975230,5","-777280,5",197950.00 €,"-1008662,5","-810712,5"
DEZ-IV ,AMT-120,111201,"Grunds?tze, Strategien, Handlungsrahmen                                                             ",1112,Steuerungsunterst?tzung und Controlling                                                             ,11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",0.00 €,"-37179,8","-37179,8",0.00 €,"-37445,2","-37445,2"
DEZ-IV ,AMT-120,112601,zentrale Dienstleistungen                                                                           ,1126,Zentrale Dienstleistungen                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-IV ,AMT-120,112605,Dienstleistungen der Statistik                                                                      ,1126,Zentrale Dienstleistungen                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",0.00 €,"-336506,5","-336506,5",0.00 €,"-381795,7","-381795,7"
DEZ-IV ,AMT-120,121001,Statistiken                                                                                         ,1210,Statistik und Wahlen                                                                                ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",91060.00 €,"-430023,8","-338963,8",91060.00 €,"-496753,3","-405693,3"
DEZ-IV ,AMT-120,121003,Vorbereit./Durchf.Wahlen/Abstimmungen                                                               ,1210,Statistik und Wahlen                                                                                ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",330030.00 €,"-1115792,8","-785762,8",370030.00 €,-1707633.00 €,-1337603.00 €
DEZ-IV ,AMT-120,122001,Fundsachen/Fundtiere                                                                                ,1220,Ordnungswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",57000.00 €,-572055.00 €,-515055.00 €,57000.00 €,"-573199,5","-516199,5"
DEZ-IV ,AMT-120,122105,Verkehrswesen                                                                                       ,1221,Verkehrswesen                                                                                       ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",1303200.00 €,"-1788210,5","-485010,5",1303200.00 €,"-1828575,5","-525375,5"
DEZ-IV ,AMT-120,122201,Einwohnerwesen                                                                                      ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",3808360.00 €,-5267620.00 €,-1459260.00 €,4498360.00 €,"-5353623,3","-855263,3"
DEZ-IV ,AMT-120,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",19500.00 €,"-1019569,1","-1000069,1",19500.00 €,"-1053381,7","-1033881,7"
DEZ-IV ,AMT-120,122501,Sozialversicherungsangelegenheiten                                                                  ,1225,Sozialversicherung                                                                                  ,12,Sicherheit und Ordnung                                                                              ,Dezernat IV BM Breiter                                                                              ,THH_16,"THH 16 Amt f. B?rgerservice, Infover.                                                               ","120 Amt f. B?rgerservice, Infoman.                                                                  ",0.00 €,"-328393,5","-328393,5",0.00 €,"-330154,5","-330154,5"
DEZ-IV ,AMT-200,111200,Steuerungsunterst?tzung                                                                             ,1112,Steuerungsunterst?tzung und Controlling                                                             ,11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_17,THH 17 Stadtk?mmerei                                                                                ,200 Stadtk?mmerei                                                                                   ,"35339,4","-595159,8","-559820,4","35498,2","-610190,7","-574692,6"
DEZ-IV ,AMT-200,112201,HH/BW und Stadt als Steuerschuldnerin                                                               ,1122,"Finanzverwaltung, Kasse                                                                             ",11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_17,THH 17 Stadtk?mmerei                                                                                ,200 Stadtk?mmerei                                                                                   ,"24669,7","-6204276,2","-6179606,6","24749,1","-6860073,6","-6835324,5"
DEZ-IV ,AMT-200,112205,Kassenverwaltung                                                                                    ,1122,"Finanzverwaltung, Kasse                                                                             ",11,Innere Verwaltung                                                                                   ,Dezernat IV BM Breiter                                                                              ,THH_17,THH 17 Stadtk?mmerei                                                                                ,200 Stadtk?mmerei                                                                                   ,340225.00 €,-1018181.00 €,-677956.00 €,342710.00 €,"-1052901,8","-710191,8"
