Dezernat,Amt / Dienststelle,Produkt,Produktbezeichnung,Produktgruppe,Produktgruppenbezeichnung,Produktbereich,Produktbereich Bezeichnung,Dezernatsbezeichnung,Teilhaushalte,Teilhaushalte Bezeichnung,Amt / Dienststelle Bezeichnung,Ansatz 2025 (Erträge),Ansatz 2025 (Aufwendungen),Ansatz 2025 (Saldo/Zuschussbedarf/Erträge - Aufwendungen),Ansatz 2026 (Erträge),Ansatz 2026 (Aufwendungen),Ansatz 2026 (Saldo/Zuschussbedarf/Erträge - Aufwendungen)
DEZ-I  ,AMT-000,111001,Steuerung                                                                                           ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",000 Gemeinderat                                                                                     ,90210.00 €,-2345074.00 €,-2254864.00 €,90210.00 €,"-2377415,3","-2287205,3"
DEZ-I  ,AMT-001,111001,Steuerung                                                                                           ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",001 B?rgermeisteramt                                                                                ,60090.00 €,"-1243208,2","-1183118,2",60090.00 €,-1289593.00 €,-1229503.00 €
DEZ-I  ,AMT-151,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,0.00 €,"-59472,3","-59472,3",0.00 €,"-63305,6","-63305,6"
DEZ-I  ,AMT-152,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,367.20 €,"-77047,7","-76680,5","367,2","-73110,9","-72743,7"
DEZ-I  ,AMT-153,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,0.00 €,"-73307,5","-73307,5",0.00 €,"-71736,8","-71736,8"
DEZ-I  ,AMT-154,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,0.00 €,"-36212,7","-36212,7",0.00 €,"-33681,3","-33681,3"
DEZ-I  ,AMT-155,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,0.00 €,"-28800,1","-28800,1",0.00 €,-26341.00 €,-26341.00 €
DEZ-I  ,AMT-156,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,0.00 €,"-91830,9","-91830,9",0.00 €,"-88966,4","-88966,4"
DEZ-I  ,AMT-157,111001,Steuerung                                                                                           ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,61.50 €,"-95779,5",-95718.00 €,"61,4","-94089,4",-94028.00 €
DEZ-I  ,AMT-158,111001,Ortsvorsteher/Ortschaftsrat/Repr?sentat.                                                            ,1110,Steuerung                                                                                           ,11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,480.40 €,"-108811,1","-108330,7","480,4","-107749,8","-107269,4"
DEZ-I  ,AMT-151,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,6910.00 €,-68047.00 €,-61137.00 €,6910.00 €,"-72628,5","-65718,5"
DEZ-I  ,AMT-152,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,8481.60 €,"-95291,3","-86809,7","8481,6","-98071,4","-89589,8"
DEZ-I  ,AMT-153,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,22150.00 €,"-60945,5","-38795,5",22150.00 €,"-61430,9","-39280,9"
DEZ-I  ,AMT-154,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,22950.00 €,"-122906,1","-99956,1",22950.00 €,"-124869,3","-101919,3"
DEZ-I  ,AMT-155,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,14020.00 €,-97304.70 €,"-83284,7",14020.00 €,"-98219,8","-84199,8"
DEZ-I  ,AMT-156,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,24894.20 €,-135407.50 €,"-110513,3","24894,2","-137539,7","-112645,6"
DEZ-I  ,AMT-157,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,7616.00 €,-16166.00 €,-8550.00 €,7616.00 €,"-16385,7","-8769,7"
DEZ-I  ,AMT-158,112402,Verw. u. Bewirtsch.bebauter Grundst?ck                                                              ,1124,"Geb?udemanagement, Techn. Immobilienman.                                                            ",11,Innere Verwaltung                                                                                   ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,6106.60 €,-31197.80 €,"-25091,3","6106,6",-31953.00 €,"-25846,4"
DEZ-I  ,AMT-151,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,6520.00 €,-135867.90 €,"-129347,9",6520.00 €,"-154820,4","-148300,4"
DEZ-I  ,AMT-152,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,18948.40 €,-205910.90 €,"-186962,5","18948,4","-208016,7","-189068,3"
DEZ-I  ,AMT-153,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,11510.00 €,-188825.10 €,"-177315,1",11510.00 €,"-191219,4","-179709,4"
DEZ-I  ,AMT-154,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,15980.00 €,-220087.60 €,"-204107,6",15980.00 €,"-222948,2","-206968,2"
DEZ-I  ,AMT-155,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,11700.00 €,-185269.30 €,"-173569,3",11700.00 €,"-190955,6","-179255,6"
DEZ-I  ,AMT-156,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,24730.00 €,-233512.90 €,"-208782,9",24730.00 €,"-233301,1","-208571,1"
DEZ-I  ,AMT-157,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,12431.00 €,-168640.50 €,"-156209,5",12431.00 €,"-169652,4","-157221,5"
DEZ-I  ,AMT-158,122204,B?rgerservice                                                                                       ,1222,Einwohnerwesen                                                                                      ,12,Sicherheit und Ordnung                                                                              ,Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,7120.70 €,-163192.00 €,"-156071,3","7120,7","-165803,2","-158682,5"
DEZ-I  ,AMT-151,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,0.00 €,"-896,3","-896,3",0.00 €,"-951,6","-951,6"
DEZ-I  ,AMT-152,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,0.00 €,"-1944,1","-1944,1",0.00 €,"-2022,2","-2022,2"
DEZ-I  ,AMT-153,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,200.00 €,-3687.00 €,-3487.00 €,200.00 €,"-3750,8","-3550,8"
DEZ-I  ,AMT-154,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-I  ,AMT-155,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,0.00 €,"-5478,3","-5478,3",0.00 €,"-5520,8","-5520,8"
DEZ-I  ,AMT-156,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,"1,1","-989,9","-988,8","1,1",-998.00 €,-997.00 €
DEZ-I  ,AMT-157,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,0.00 €,"-19604,2","-19604,2",0.00 €,"-20284,8","-20284,8"
DEZ-I  ,AMT-158,541001,Bereitst./Betrieb v. Gemeindestra?en                                                                ,5410,Gemeindestra?en                                                                                     ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,0.00 €,"-16998,6","-16998,6",0.00 €,"-17490,4","-17490,4"
DEZ-I  ,AMT-151,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,0.00 €,-14340.00 €,-14340.00 €,0.00 €,"-15215,8","-15215,8"
DEZ-I  ,AMT-152,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,0.00 €,"-1944,1","-1944,1",0.00 €,"-2022,2","-2022,2"
DEZ-I  ,AMT-153,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,0.00 €,-3687.00 €,-3687.00 €,0.00 €,"-3750,8","-3750,8"
DEZ-I  ,AMT-154,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,0.00 €,"-2877,7","-2877,7",0.00 €,"-2930,4","-2930,4"
DEZ-I  ,AMT-155,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,0.00 €,"-1619,5","-1619,5",0.00 €,"-1633,7","-1633,7"
DEZ-I  ,AMT-156,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,"26,8","-10339,6","-10312,8","26,8","-10535,7","-10508,9"
DEZ-I  ,AMT-157,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,0.00 €,-5159.00 €,-5159.00 €,0.00 €,"-5338,1","-5338,1"
DEZ-I  ,AMT-158,545001,Stra?enreinigung                                                                                    ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,0.00 €,"-11768,3","-11768,3",0.00 €,"-12108,8","-12108,8"
DEZ-I  ,AMT-151,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,0.00 €,"-3794,8","-3794,8",0.00 €,"-4015,9","-4015,9"
DEZ-I  ,AMT-152,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,0.00 €,"-2091,8","-2091,8",0.00 €,-2170.00 €,-2170.00 €
DEZ-I  ,AMT-153,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,0.00 €,"-335,2","-335,2",0.00 €,"-335,2","-335,2"
DEZ-I  ,AMT-154,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,0.00 €,-838.00 €,-838.00 €,0.00 €,"-853,3","-853,3"
DEZ-I  ,AMT-155,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,0.00 €,"-4858,3","-4858,3",0.00 €,"-4900,8","-4900,8"
DEZ-I  ,AMT-156,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,"1,3","-1647,7","-1646,3","1,3","-1607,4","-1606,1"
DEZ-I  ,AMT-157,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,0.00 €,"-1031,8","-1031,8",0.00 €,"-1067,6","-1067,6"
DEZ-I  ,AMT-158,545002,Winterdienst                                                                                        ,5450,Stra?enreingung und Winterdienst                                                                    ,54,"Verkehrsfl?chen und -anlagen, ?PNV                                                                  ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €,0.00 €
DEZ-I  ,AMT-151,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,50.00 €,"-76065,5","-76015,5",50.00 €,"-80198,9","-80148,9"
DEZ-I  ,AMT-152,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,0.00 €,"-60837,7","-60837,7",0.00 €,"-62715,2","-62715,2"
DEZ-I  ,AMT-153,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,0.00 €,"-62532,6","-62532,6",0.00 €,"-63640,9","-63640,9"
DEZ-I  ,AMT-154,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,"45,4",-41584.00 €,"-41538,6","45,4","-42198,1","-42152,7"
DEZ-I  ,AMT-155,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,0.00 €,-46964.00 €,-46964.00 €,0.00 €,"-47374,8","-47374,8"
DEZ-I  ,AMT-156,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",156 Ortsverw. Hochdorf                                                                              ,313.00 €,-65407.00 €,"-65093,9",313.00 €,"-66389,9","-66076,9"
DEZ-I  ,AMT-157,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",157 Ortsverw. Ebnet                                                                                 ,0.00 €,"-36030,5","-36030,5",0.00 €,"-37087,1","-37087,1"
DEZ-I  ,AMT-158,551000,Gr?n-Freizeitfl?chen                                                                                ,5510,?ffentliches Gr?n/Landschaftsbau                                                                    ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",158 Ortsverw. Kappel                                                                                ,0.00 €,"-52733,2","-52733,2",0.00 €,"-54094,9","-54094,9"
DEZ-I  ,AMT-151,553000,Friedhof                                                                                            ,5530,Friedhofs- und Bestattungswesen                                                                     ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",151 Ortsverw. Lehen                                                                                 ,7390.00 €,"-55369,2","-47979,2",7390.00 €,"-61526,6","-54136,6"
DEZ-I  ,AMT-152,553000,Friedhof                                                                                            ,5530,Friedhofs- und Bestattungswesen                                                                     ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",152 Ortsverw. Opfingen                                                                              ,"14742,8","-73938,4","-59195,6","14742,8","-76125,5","-61382,7"
DEZ-I  ,AMT-153,553000,Friedhof                                                                                            ,5530,Friedhofs- und Bestattungswesen                                                                     ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",153 Ortsverw. Waltershofen                                                                          ,11550.00 €,"-28464,2","-16914,2",11550.00 €,"-29020,7","-17470,7"
DEZ-I  ,AMT-154,553000,Friedhof                                                                                            ,5530,Friedhofs- und Bestattungswesen                                                                     ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",154 Ortsverw. Tiengen                                                                               ,12170.00 €,-29681.00 €,-17511.00 €,12170.00 €,"-30157,9","-17987,9"
DEZ-I  ,AMT-155,553000,Friedhof                                                                                            ,5530,Friedhofs- und Bestattungswesen                                                                     ,55,"Natur- und Landschaftspflege,Friedhofsw.                                                            ",Dezernat I OB Horn                                                                                  ,THH_01,"THH 1 Gemeinderat, B?rgermeisteramt, OVs                                                            ",155 Ortsverw. Munzingen                                                                             ,13030.00 €,"-31936,2","-18906,2",13030.00 €,"-32717,1","-19687,1"
